group_id,word,part_of_speech,meaning_en,meaning_th,examples,synonyms,antonyms,word_forms,difficulty,frequency
5,Solar power,Phrase,Power obtained by harnessing the energy of the sun's rays.,พลังงานแสงอาทิตย์,More homes are using solar power to generate electricity.<br>Solar power is a clean and renewable energy source.<br>The government is offering subsidies for solar power installation., - , - ,-,intermediate,high
3,Special needs,Phrase,Particular needs of a person with a physical or mental disability.,ความต้องการพิเศษ,The school has a program for students with special needs.<br>He is a teacher for special needs children.<br>The building has a ramp for people with special needs., - , - ,-,intermediate,high
3,Specialization,Noun,The process of becoming an expert in a particular subject or skill.,ความเชี่ยวชาญเฉพาะด้าน,She chose a specialization in artificial intelligence.<br>The program offers a wide range of specializations.<br>His specialization is in ancient history., - , - , specialized,advanced,medium
3,Stagnant,Adjective,"Not active, growing, or developing.","ที่หยุดนิ่ง, ซบเซา",The stagnant economy is affecting funding for education.<br>His career has been stagnant for years.<br>The stagnant water was a breeding ground for mosquitoes., - , - , stagnation,intermediate,low
3,Stagnation,Noun,"The state of not flowing or moving; a lack of activity, growth, or development.","ความซบเซา, การหยุดนิ่ง",Educational stagnation is a problem in many developing countries.<br>The economy is experiencing a period of stagnation.<br>We need to overcome this intellectual stagnation., - , - , stagnant,intermediate,low
2,Stakeholder,Noun,A person with an interest or concern in something.,ผู้มีส่วนได้ส่วนเสีย,"All stakeholders, including employees and customers, were consulted.<br>The government must consider all stakeholders' opinions.<br>Stakeholders have a right to be informed about the company's decisions.", - , - , - ,intermediate,medium
3,Stamina,Noun,The ability to sustain prolonged physical or mental effort.,ความอดทน,Studying for the exam requires a lot of mental stamina.<br>He has the stamina of a long-distance runner.<br>You need stamina to work long hours., - , - ,-,intermediate,low
3,Standardization,Noun,The process of making something conform to a standard.,การทำให้เป็นมาตรฐาน,The standardization of curriculum helps ensure quality across schools.<br>The company is working on the standardization of its products.<br>Standardization can sometimes stifle creativity., - , - , - , intermediate,high
3,Standardized test,Phrase,"Any examination that is administered and scored in a predetermined, standard manner.",การทดสอบมาตรฐาน,Standardized tests are used to compare student performance across the country.<br>Many universities require a standardized test score for admission.<br>There is a lot of debate about the use of standardized tests., - , - ,-,intermediate,high
7,Starvation,Noun,The suffering or death caused by lack of food.,"ความอดอยาก, การอดอาหาร",Millions of people are at risk of starvation due to the famine.<br>Starvation is a serious humanitarian crisis.<br>International aid is being sent to prevent starvation., - , - , - , intermediate,high
9,Stethoscope,Noun,"A medical instrument for listening to sounds produced within the body, chiefly in the heart or lungs.",หูฟังของแพทย์,The doctor used a stethoscope to listen to my heart.<br>He placed the stethoscope on my chest.<br>A stethoscope is an essential tool for doctors., - , - ,-,intermediate,low
3,Stipend,Noun,A fixed regular sum paid as a salary or allowance.,"เบี้ยเลี้ยง, เงินเดือน",The company offers a stipend to interns.<br>He received a stipend for his graduate studies.<br>The fellowship provides a monthly stipend to its members., - , - ,-,advanced,low
2,Stock,Noun,The goods or merchandise kept on the premises of a business or warehouse and available for sale.,"หุ้น, สต็อก",He bought some stock in a technology company.<br>The company's stock price has risen sharply.<br>The store is running low on stock., - , - , - ,intermediate,medium
2,Strategy,Noun,A plan of action or policy designed to achieve a major or overall aim.,กลยุทธ์,The company's new strategy is to focus on a global market.<br>The marketing strategy for the product was a great success.<br>A good strategy is essential for any business., - , - , - ,intermediate,medium
3,Stratification,Noun,The arrangement or classification of something into different groups.,การแบ่งชั้น,Social stratification can lead to educational inequality.<br>The report discusses the stratification of the population by income.<br>The study analyzed the social stratification in the school system., - , - , stratified,advanced,low
3,Stratify,Verb,To arrange or classify in a layered or hierarchical manner.,จัดเรียงเป็นชั้น,The research study stratified the population by age and income.<br>The system tends to stratify students based on test scores.<br>Societies are often stratified by social class., - , - , stratified,advanced,low
3,Subjective,Adjective,"Based on or influenced by personal feelings, tastes, or opinions.",อัตวิสัย,The grading for the art project is often subjective.<br>His opinion on the matter is very subjective.<br>The report is too subjective and lacks objective data., - , - , - , intermediate,high
2,Subsidiary,Noun,A company controlled by a holding company.,บริษัทในเครือ,The large corporation has many subsidiaries.<br>The company is a subsidiary of a multinational corporation.<br>They are selling off their international subsidiaries., - , - , - ,intermediate,medium
7,Subsidise,Verb,To support (an organization or activity) financially.,"อุดหนุน, ให้เงินสนับสนุน",The government subsidises renewable energy projects.<br>The program is subsidised by the state.<br>We need to subsidise public transportation to reduce traffic., - , - , - , intermediate,high
3,Subsidize,Verb,To support (an organization or activity) financially.,"อุดหนุน, สนับสนุนทางการเงิน",The government subsidizes public universities to keep tuition fees low.<br>The state heavily subsidizes the public transport system.<br>The company will subsidize the cost of training for its staff., - , - , subsidized,advanced,medium
7,Subsidy,Noun,A sum of money granted by the state or a public body to help an industry or business keep the price of a commodity or service low.,เงินอุดหนุน,The government provides subsidies for solar panel installation.<br>Agricultural subsidies are a complex issue.<br>The company relies on government subsidies., - , - ,subsidise, advanced,high
9,Substance abuse,Phrase,"Overindulgence in or dependence on an addictive substance, especially alcohol or drugs.",การใช้สารเสพติด,The clinic offers treatment for substance abuse.<br>Substance abuse is a major social problem.<br>He is seeking help for his substance abuse issues., - , - ,substance, intermediate,high
3,Summative,Adjective,Relating to or constituting a summary; concluded by a final act.,ที่สรุปผล,A final exam is a summative assessment of a student's knowledge.<br>The project report provided a summative overview of the research.<br>This is a summative review of the whole year's work., - , - ,summate, intermediate,medium
3,Summative assessment,Phrase,Assessment of participants' learning at the end of an instructional unit.,การประเมินเพื่อสรุปผลการเรียนรู้,The final exam is a form of summative assessment.<br>The project at the end of the semester is a summative assessment.<br>Summative assessment evaluates what a student has learned., - , - ,summative, advanced,medium
13,Supercomputer,Noun,A particularly powerful mainframe computer.,ซูเปอร์คอมพิวเตอร์,The weather forecast is run on a supercomputer.<br>The government has invested in a new supercomputer.<br>Supercomputers are used for complex scientific calculations., - , - ,-,advanced,low
2,Supply chain,Phrase,The sequence of processes involved in the production and distribution of a commodity.,ห่วงโซ่อุปทาน,The global supply chain was disrupted by the pandemic.<br>The company is working to improve its supply chain efficiency.<br>Managing the supply chain is a complex task., - , - , - ,intermediate,medium
9,Surgeon,Noun,A medical practitioner qualified to practice surgery.,ศัลยแพทย์,The surgeon explained the procedure to the patient.<br>He is one of the top heart surgeons in the country.<br>The surgeon performed a complex operation., - , - , surgical, advanced,high
9,Surgery,Noun,The branch of medical science that treats disease or injury by operative procedures.,การผ่าตัด,The patient will undergo surgery tomorrow morning.<br>The hospital is known for its advanced plastic surgery.<br>The surgery was successful., - , - , surgeon, intermediate,high
9,Surgical,Adjective,Relating to or used in surgery.,เกี่ยวกับศัลยกรรม,The patient required a surgical procedure to remove the tumor.<br>The hospital has a specialized surgical unit.<br>The doctor made a small surgical incision., - , - , surgeon, advanced,high
7,Sustain,Verb,To strengthen or support physically or mentally.,"รักษาไว้, ทำให้ยั่งยืน",We must sustain our efforts to fight climate change.<br>The company is committed to sustainable business practices.<br>It is difficult to sustain economic growth without harming the environment., - , - , - , advanced,high
3,Syllabus,Noun,An outline of the subjects in a course of study or teaching.,คำอธิบายรายวิชา,"The syllabus for this course is available online.<br>The professor handed out the course syllabus on the first day.<br>The syllabus outlines the topics, readings, and assignments.", - , - ,syllabi,intermediate,high
9,Symptom,Noun,A physical or mental feature that is regarded as indicating a condition of disease.,อาการ,Fever is a common symptom of the flu.<br>The symptoms of the illness are often mild at first.<br>He experienced a few symptoms before he realized he was sick., - , - ,-,intermediate,high
3,Synchronous,Adjective,Existing or occurring at the same time.,"พร้อมกัน, ที่เกิดขึ้นในเวลาเดียวกัน",Synchronous online classes require students and teachers to be online at the same time.<br>The team had a synchronous meeting every morning.<br>The dance was performed in synchronous movements., - , - ,asynchronous, intermediate,medium
3,Synchronously,Adverb,At the same time.,พร้อมกัน,The students and teacher worked synchronously on the project via video call.<br>The two systems updated synchronously.<br>They logged into the platform synchronously for the live lecture., - , - ,asynchronously, intermediate,medium
9,Syndrome,Noun,"A group of symptoms that consistently occur together, or a condition characterized by a set of associated symptoms.",กลุ่มอาการ,He was diagnosed with a rare genetic syndrome.<br>The syndrome causes a wide range of developmental delays.<br>The doctor is trying to identify the syndrome., - , - ,-,advanced,low
3,Syntax,Noun,The arrangement of words and phrases to create well-formed sentences in a language.,วากยสัมพันธ์,The student's essay had many errors in syntax.<br>He is studying the syntax of English.<br>Proper syntax is crucial for clear writing., - , - , syntactically,advanced,low
7,Tackle,Verb,To make determined efforts to deal with a problem or difficult task.,"จัดการ, แก้ไข",The government is trying to tackle the issue of poverty.<br>We need a global strategy to tackle the climate crisis.<br>They are working to tackle the problem of food waste., - , - ,-, advanced,high
2,Takeover,Noun,An act of taking control of something.,การเข้าครอบครองกิจการ,The small company was the target of a hostile takeover.<br>They managed to complete the takeover with a new bid.<br>The takeover was announced to the public this morning., - , - , - ,intermediate,medium
2,Taxation,Noun,"The action of taxing, or the system of taxation.",การจัดเก็บภาษี,Government taxation is a necessary source of revenue.<br>The new policy will affect corporate taxation.<br>He is studying the complexities of international taxation., - , - , - ,intermediate,medium
3,Taxonomy,Noun,The branch of science concerned with classification.,"อนุกรมวิธาน, การจัดหมวดหมู่",Bloom's Taxonomy is a widely used framework for educational objectives.<br>The project involves the taxonomy of plants.<br>He has created a new taxonomy for his data., - , - , taxonomist,advanced,low
7,Technological,Adjective,Relating to or using technology.,เกี่ยวกับเทคโนโลยี,Technological advancements have changed our lives.<br>The company is focused on technological innovation.<br>We need to find technological solutions to global problems., - , - ,technology, intermediate,high
13,Telecommunication,Noun,"Communication over a distance by cable, telegraph, telephone, or broadcasting.",โทรคมนาคม,The project aims to improve telecommunication services in rural areas.<br>Telecommunication is a crucial part of our modern society.<br>He works in the telecommunication industry., - , - ,advanced,high,
13,Telecommute,Verb,"To work from home, making use of the internet, email, and the telephone.",ทำงานทางไกล,More people are choosing to telecommute to work.<br>I telecommute from my home office.<br>Telecommuting can save time and money., - , - ,telecommuting, advanced,medium
3,Telecommuting,Noun,"The practice of working from home, making use of the Internet, email, and the telephone.",การทำงานทางไกล,Telecommuting has become a new way to work for many people.<br>The company is encouraging telecommuting to reduce office costs.<br>She enjoys the flexibility of telecommuting., - , - ,commute, intermediate,medium
13,Terabyte,Noun,A unit of information equal to one trillion bytes.,เทราไบต์,"My external hard drive has a capacity of 2 terabytes.<br>The company's data storage is measured in terabytes.<br>A terabyte is 1,024 gigabytes.", - , - ,-,intermediate,low
5,Terrestrial,Adjective,Relating to the earth.,"เกี่ยวกับโลก, บนบก",The study focuses on terrestrial ecosystems.<br>The animal is a terrestrial species.<br>Humans are terrestrial beings., - , - ,terrestrially, advanced,low
9,Therapist,Noun,A person who specializes in a particular form of therapy.,นักบำบัด,She is a physical therapist who helps people with injuries.<br>I am seeing a therapist for my anxiety.<br>A good therapist can provide invaluable support., - , - , - , intermediate,high
9,Therapy,Noun,Treatment intended to heal or restore health.,การบำบัด,She is receiving physical therapy for her knee injury.<br>The therapy helps to manage stress and anxiety.<br>Music therapy can be beneficial for children., - , - , - , intermediate,high
3,Thesis,Noun,A statement or theory that is put forward as a premise to be maintained or proved.,"วิทยานิพนธ์, ข้อสรุป",She is writing her master's thesis on a new teaching method.<br>His main thesis is that education should be free.<br>He defended his thesis in front of a panel of experts., - , - ,-,intermediate,high
5,Toxic,Adjective,Poisonous.,เป็นพิษ,The factory released toxic chemicals into the river.<br>The waste is highly toxic and dangerous.<br>You need to handle these toxic substances with care., - , - , - , intermediate,high
3,Transcend,Verb,To be or go beyond the range or limits of (something).,"ก้าวข้าม, เหนือกว่า",Education can help you transcend your limitations.<br>His music transcends cultural boundaries.<br>The artist's work transcends traditional forms., - , - ,transcendent, advanced,low
3,Transdisciplinary,Adjective,Relating to or involving more than one academic discipline.,ข้ามสาขาวิชา,"The project took a transdisciplinary approach, blending science, art, and philosophy.<br>Transdisciplinary research aims to solve problems that are beyond the scope of a single field.<br>It's a step beyond interdisciplinary.", - , - ,transdisciplinary, advanced,low
13,Transistor,Noun,A semiconductor device used to amplify or switch electronic signals and electrical power.,ทรานซิสเตอร์,The computer chip contains billions of tiny transistors.<br>The invention of the transistor revolutionized electronics.<br>The device is built with a new type of transistor., - , - ,-,advanced,low
7,Transparency,Noun,The condition of being transparent; free from deceit or concealment.,ความโปร่งใส,Government transparency is crucial for public trust.<br>We need greater transparency in financial markets.<br>The new policy will increase transparency in public spending., - , - , - , intermediate,high
9,Treat,Verb,"To give medical care or attention to (a patient, illness, or injury).",รักษา,The doctor treated the patient for pneumonia.<br>The new drug is used to treat high blood pressure.<br>She is being treated at the clinic for her illness., - , - , - , advanced,high
9,Tumour,Noun,"A swelling of a part of the body, generally without inflammation, caused by an abnormal growth of tissue, whether benign or malignant.",เนื้องอก,The biopsy revealed a benign tumour.<br>The doctor found a small tumour in his lung.<br>The patient is undergoing treatment for the tumour., - , - ,tumour, advanced,high
2,Turnover,Noun,The amount of money taken by a business in a particular period.,"ยอดขาย, อัตราการเข้าออกของพนักงาน",The company's annual turnover is over a million dollars.<br>Employee turnover is very high in this industry.<br>They are working to reduce staff turnover., - , - , - ,intermediate,medium
3,Tutelage,Noun,Protection of or authority over someone or something; guardianship.,"การสอน, การดูแล, การปกครอง",She progressed quickly under the tutelage of her piano teacher.<br>The young artist benefited from the tutelage of a renowned painter.<br>Students receive expert tutelage from experienced instructors., - , - ,tutor,advanced,low
3,Tutorial,Noun,A period of instruction given by a tutor to one or more students.,การเรียนการสอนพิเศษ,Students meet with their tutor for a weekly tutorial.<br>The online platform provides interactive video tutorials.<br>The tutorial helps students understand complex topics., - , - ,tutor, intermediate,medium
7,Tyranny,Noun,Cruel and oppressive government or rule.,ระบอบเผด็จการ,The people rose up against the tyranny of the dictator.<br>Tyranny is a major threat to human rights.<br>The country has suffered from decades of tyranny., - , - , tyrannical, advanced,low
9,Ultrasound,Noun,A medical procedure that uses high-frequency sound waves to create images of the inside of the body.,อัลตราซาวด์,The doctor used an ultrasound to check the baby's development.<br>An abdominal ultrasound can help diagnose digestive issues.<br>Ultrasound is a non-invasive diagnostic tool., - , - ,ultrasonic, advanced,low
3,Unconventional,Adjective,Not based on or conforming to what is generally done or believed.,ที่ไม่เป็นแบบแผน,He has an unconventional teaching style.<br>The building's design is very unconventional.<br>The company uses an unconventional marketing strategy., - , - ,unconventionally, intermediate,medium
7,Underdeveloped,Adjective,(Of a country) not having the necessary economic or social structures in place.,ด้อยพัฒนา,The organization works to help underdeveloped nations.<br>Underdeveloped countries often face issues with poverty and healthcare.<br>The report focused on the challenges of underdeveloped regions., - , - , - , advanced,high
9,Undergo,Verb,"To experience or be subjected to (something, typically a surgical or medical procedure).",เข้ารับ,He will undergo surgery to fix his knee.<br>She had to undergo several tests before getting a diagnosis.<br>The patient is undergoing rehabilitation., - , - , - , advanced,high
3,Undergraduate,Noun,A student at a college or university who has not yet received a degree.,นักศึกษาระดับปริญญาตรี,She is an undergraduate student at Cambridge.<br>The university offers many undergraduate courses.<br>He is in his final year as an undergraduate., - , - , graduate,intermediate,high
3,Underpin,Verb,"To support, justify, or form the basis for.","ค้ำจุน, สนับสนุน",The new theory is underpinned by extensive research.<br>The principles of freedom underpin the country's laws.<br>His arguments are underpinned by strong evidence., - , - ,underpinning, advanced,low
2,Unemployment,Noun,The state of being unemployed.,การว่างงาน,Unemployment rates have risen due to the economic downturn.<br>The government is working to reduce unemployment.<br>High unemployment is a major social problem., - , - , - ,intermediate,medium
13,Upload,Verb,"To copy data from one computer system to another, typically to a larger central one via the Internet.",อัปโหลด,I need to upload the photos to the cloud.<br>You can upload your video to the website.<br>He uploaded the document to the server., - , - , upload, intermediate,high
5,Urban sprawl,Phrase,The uncontrolled expansion of urban areas.,การขยายตัวของเมือง,Urban sprawl is leading to the loss of agricultural land.<br>The city is trying to control urban sprawl.<br>Urban sprawl can increase traffic and pollution., - , - ,-,advanced,low
7,Urbanisation,Noun,The process of making an area more urban.,การขยายตัวของเมือง,Rapid urbanization can lead to a number of social problems.<br>Urbanization is a major trend in many developing countries.<br>Managing urbanization is a key challenge for city planners., - , - , urban, intermediate,high
13,URL,Noun,The address of a World Wide Web page.,ยูอาร์แอล,I need the URL of the website.<br>You can find the URL in the address bar.<br>The URL is very long and difficult to remember., - , - , - ,intermediate,high
13,User interface,Phrase,The means by which the user and a computer system interact.,ส่วนต่อประสานกับผู้ใช้,The user interface of the new program is very intuitive.<br>A good user interface is crucial for a successful app.<br>They hired a designer to improve the user interface., - , - ,-,intermediate,high
7,Vaccinate,Verb,To treat with a vaccine to produce immunity against a disease; to inoculate.,ฉีดวัคซีน,The government plans to vaccinate the entire population.<br>Children are vaccinated against common diseases.<br>You should vaccinate your pets to protect them., - , - , - , intermediate,high
9,Vaccination,Noun,Treatment with a vaccine to produce immunity against a disease; inoculation.,การฉีดวัคซีน,Childhood vaccination is a very important part of healthcare.<br>The new vaccination program aims to reach more people.<br>Vaccination is a key tool in disease prevention., - , - , - , intermediate,high
2,Vendor,Noun,A person or company offering something for sale.,ผู้ขาย,The street vendor was selling fresh fruit.<br>We need to find a new vendor for our supplies.<br>The company uses several different software vendors., - , - , - ,intermediate,medium
2,Venture,Noun,A business enterprise or undertaking.,"การลงทุน, การเสี่ยงภัย",The new business venture proved to be very successful.<br>He is seeking partners for his latest venture.<br>Starting a new venture is a risky undertaking., - , - , - ,intermediate,medium
3,Verbal,Adjective,Relating to or in the form of words.,เกี่ยวกับคำพูด,He has excellent verbal communication skills.<br>The verbal instructions were difficult to follow.<br>The test measures your verbal reasoning ability., - , - , - , intermediate,high
3,Verbalize,Verb,To express (ideas or feelings) in words.,"พูดออกมา, แสดงความคิดเห็น",Students were encouraged to verbalize their thoughts.<br>He found it difficult to verbalize his feelings.<br>She verbalized her concerns during the meeting., - , - , verbal,intermediate,low
3,Verification,Noun,"The process of establishing the truth, accuracy, or validity of something.",การตรวจสอบความถูกต้อง,The lab is responsible for the verification of the test results.<br>He provided the necessary documents for verification.<br>The process requires careful verification of all data points., - , - , verifiable,intermediate,high
3,Vestibular,Adjective,"Relating to the perception of bodily position and movement, including the sense of balance.",เกี่ยวกับการทรงตัว,A strong vestibular system is important for a child's learning.<br>The vestibular system is located in the inner ear.<br>Vestibular input is part of some special education programs., - , - ,-,advanced,low
13,Virtual,Adjective,Not physically existing as such but made by computer software to appear to do so.,เสมือนจริง,The company held a virtual meeting instead of a physical one.<br>The game creates a virtual world for players.<br>He lives in the virtual space of the internet., - , - ,virtually, intermediate,high
3,Virtual learning,Phrase,A learning environment that uses technology and is not in a traditional classroom.,การเรียนรู้เสมือนจริง,Virtual learning has become very popular since the pandemic.<br>The school offers a virtual learning program for students who can't attend in person.<br>Students access course materials through a virtual learning platform., - , - ,-,intermediate,medium
13,Virtual reality,Phrase,A simulated experience that can be similar to or completely different from the real world.,ความเป็นจริงเสมือน,Virtual reality is often used for gaming and training.<br>She tried virtual reality for the first time.<br>The company is developing a new virtual reality headset., - , - ,virtual, advanced,high
9,Virus,Noun,"An infective agent that typically consists of a nucleic acid molecule in a protein coat, is too small to be seen by light microscopy, and is able to multiply only within the living cells of a host.",ไวรัส,The virus spreads through the air.<br>The computer was infected with a dangerous virus.<br>The virus caused a global health crisis., - , - ,viral, intermediate,high
9,Vitamins,Noun,Any of a group of organic compounds which are essential for normal growth and nutrition and are required in small quantities in the diet.,วิตามิน,Eating fruits and vegetables gives you a lot of vitamins.<br>I take a vitamin C supplement every day.<br>Vitamins are crucial for a healthy immune system., - , - ,-,intermediate,high
3,Vocation,Noun,A strong feeling of suitability for a particular career or occupation.,"อาชีพ, งานที่ทำ",She found her true vocation in teaching.<br>He feels that his vocation is to help others.<br>His passion for art turned into his vocation., - , - ,vocational, intermediate,low
3,Vocational,Adjective,Relating to an occupation or employment.,"เกี่ยวกับอาชีพ, ทางอาชีวะ",Vocational training provides practical skills for a specific job.<br>He chose a vocational college over a traditional university.<br>The new school offers a variety of vocational courses., - , - ,vocation,intermediate,medium
2,Warehouse,Noun,A large building where raw materials or manufactured goods may be stored.,คลังสินค้า,The company has a large warehouse to store its products.<br>The online retailer uses a network of warehouses.<br>The warehouse is equipped with automated systems., - , - , - ,intermediate,medium
7,Waste,Verb,"To use or expend carelessly, extravagantly, or to no purpose.",ทำให้สูญเปล่า,We must not waste water or food.<br>The factory is wasting a lot of energy.<br>We should try to waste less and recycle more., - , - , - , intermediate,high
5,Waste management,Phrase,"The collection, transport, and disposal of garbage.",การจัดการขยะ,Effective waste management is crucial for a clean city.<br>The company has a new waste management system.<br>Proper waste management helps protect the environment., - , - ,-,intermediate,high
7,Wasteland,Noun,An uncultivated or desolate area of land.,ดินแดนรกร้าง,Pollution has turned the once-fertile land into a wasteland.<br>The industrial area was left as a barren wasteland.<br>We need to reclaim the urban wasteland for public use., - , - ,-, advanced,low
7,Water scarcity,Phrase,The lack of sufficient available fresh water resources to meet the water demand within a region.,ความขาดแคลนน้ำ,Water scarcity is a major issue in many parts of the world.<br>Climate change is expected to worsen water scarcity.<br>New technologies can help address water scarcity., - , - ,scarce water, advanced,high
5,Watershed,Noun,"An area or ridge of land that separates waters flowing to different rivers, basins, or seas.",พื้นที่ลุ่มน้ำ,The new law protects the entire watershed.<br>The pollution in the river affects the entire watershed.<br>The project focuses on managing the local watershed., - , - ,-,advanced,low
7,Weaponise,Verb,To turn (something) into a weapon or to use it as a weapon.,ทำให้เป็นอาวุธ,Information can be weaponised to spread disinformation.<br>The country is accused of trying to weaponise a virus.<br>The technology was weaponised for military purposes., - , - ,weapon, advanced,low
13,Wearable technology,Phrase,Electronic technologies that are worn by users.,เทคโนโลยีสวมใส่,Smartwatches are a popular form of wearable technology.<br>Wearable technology is used to monitor health and fitness.<br>The market for wearable technology is growing., - , - ,wearable, intermediate,high
3,Web-based,Adjective,Based on or relating to a website or the Internet.,ที่ใช้เว็บเป็นฐาน,The school uses a web-based learning platform.<br>The software is a web-based application.<br>We can access the materials through the web-based system., - , - ,-,intermediate,low
9,Well-being,Noun,"The state of being comfortable, healthy, or happy.",ความเป็นอยู่ที่ดี,Regular exercise is important for overall well-being.<br>The company is focused on employee well-being.<br>Financial stability is a key component of well-being., - , - ,well, intermediate,high
9,Wellness,Noun,"The state of being in good health, especially as an actively pursued goal.","ความผาสุก, สุขภาพที่ดี",She is a strong advocate for holistic wellness.<br>The company offers a wellness program for its employees.<br>Finding a balance between work and life is key to wellness., - , - ,well, intermediate,high
5,Wetland,Noun,Land consisting of marshes or swamps; saturated land.,พื้นที่ชุ่มน้ำ,Wetlands are important habitats for many species of birds.<br>The project aims to restore the local wetland.<br>The new road will not be built on the wetland., - , - ,-,advanced,low
2,Wholesale,Adjective,The selling of goods in large quantities at low prices to be retailed by others.,ขายส่ง,He works in the wholesale business.<br>The store buys its products at a wholesale price.<br>Wholesale prices are much lower than retail prices., - , - , - ,intermediate,medium
13,Wi-Fi,Noun,"A facility allowing computers, smartphones, or other devices to connect to the internet or communicate with one another wirelessly within a particular area.",ไวไฟ,I can't connect to the Wi-Fi.<br>Is there free Wi-Fi in this café?<br>The Wi-Fi signal is very weak here., - , - ,-,intermediate,high
5,Wilderness,Noun,"An uncultivated, uninhabited, and inhospitable region.",พื้นที่รกร้างว่างเปล่า,The expedition explored the remote wilderness.<br>We need to protect the last remaining wilderness areas.<br>The park is a designated wilderness area., - , - ,-,intermediate,low
5,Wind farm,Phrase,An area of land with a group of wind turbines.,ฟาร์มกังหันลม,The company is building a new wind farm.<br>Wind farms are a source of clean energy.<br>The wind farm generates electricity for the whole town., - , - ,-,intermediate,low
5,Wind power,Phrase,Power generated by converting the force of the wind into energy.,พลังงานลม,Wind power is a clean alternative to fossil fuels.<br>The country has many wind power farms.<br>Wind power is becoming more efficient., - , - ,-,intermediate,high
13,Wireless,Adjective,"Using radio, microwaves, etc., to transmit signals, without wires.",ไร้สาย,I have a wireless mouse and keyboard.<br>The new camera has a wireless connection.<br>We are using a wireless network to connect to the internet., - , - , - , intermediate,high
7,Xenophobia,Noun,Intense or irrational dislike or fear of people from other countries.,ความหวาดกลัวชาวต่างชาติ,The rise of nationalism can lead to xenophobia.<br>We must fight against xenophobia and promote tolerance.<br>Xenophobia is often a result of misinformation and fear., - , - , xenophobic, advanced,low
7,Zero-sum game,Phrase,A situation in which one person's gain is equivalent to another's loss.,เกมที่มีผลรวมเป็นศูนย์,"Critics argue that some economic systems are a zero-sum game.<br>The negotiation was not a zero-sum game; both sides won.<br>In a zero-sum game, there are no winners, only losers.", - , - ,-, advanced,low
5,Zoning,Noun,The practice of dividing a city or other area into sections reserved for different purposes.,การแบ่งเขตการใช้ที่ดิน,The city's new zoning laws protect green spaces.<br>The area is zoned for residential use only.<br>Zoning can help with environmental protection., - , - , zoned,advanced,low
5,Contaminate,Verb,To make something impure or unsuitable by contact with something unclean or poisonous.,ปนเปื้อน,The chemicals contaminated the local water supply.<br>The soil was contaminated with heavy metals.<br>Do not contaminate the clean water., - , - , contaminated,intermediate,high
13,Cybersecurity,Noun,The state of being protected against the criminal or unauthorized use of electronic data.,ความปลอดภัยทางไซเบอร์,The company is investing in cybersecurity to protect its data.<br>Cybersecurity is a major concern for governments.<br>She works in the field of cybersecurity., - , - ,-,advanced,high
2,Debt,Noun,A sum of money that is owed or due.,หนี้สิน,The company is struggling with a high level of debt.<br>He is working to pay off his student debt.<br>Many nations are burdened by national debt., - , - , - ,intermediate,medium
5,Deforestation,Noun,The action of clearing a wide area of trees.,การตัดไม้ทำลายป่า,Deforestation is a major cause of climate change.<br>The country is fighting against illegal deforestation.<br>We need to stop deforestation to protect animal habitats., - , - , deforested,intermediate,high
5,Deplete,Verb,To use up the supply or resources of.,"ใช้จนหมด, ลดลง",The company is depleting the natural resources of the area.<br>We are depleting the world's oil reserves.<br>The overfishing has depleted the fish population., - , - , - , intermediate,high
5,Desalination,Noun,The process of removing salt from seawater.,การแยกเกลือออกจากน้ำ,The country is building a new desalination plant.<br>Desalination is one way to get fresh water.<br>The technology for desalination is very expensive., - , - ,desalinate, advanced,low
5,Desertification,Noun,The process by which fertile land becomes desert.,การกลายเป็นทะเลทราย,Desertification is a major threat to farming in the region.<br>Poor agricultural practices can lead to desertification.<br>The UN is working to combat desertification globally., - , - ,desertify, advanced,medium
3,Disparity,Noun,A great difference.,"ความเหลื่อมล้ำ, ความแตกต่าง",There is a clear disparity in educational opportunities between urban and rural areas.<br>The report highlights the wage disparity between men and women.<br>They are working to address the global health disparity., - , - , - ,intermediate,high
3,Disseminate,Verb,"To spread or disperse (information, ideas, etc.) widely.","เผยแพร่, กระจาย",The school wants to disseminate information about the new program.<br>It is the media's role to disseminate news to the public.<br>We need to disseminate these findings to a wider audience., - , - ,dissemination,advanced,medium
5,Drought,Noun,A prolonged period of abnormally low rainfall.,ภัยแล้ง,The country is suffering from a severe drought.<br>The drought has damaged the crops.<br>The region is prone to drought., - , - ,flood, intermediate,high
2,E-commerce,Noun,Commercial transactions conducted electronically on the internet.,พาณิชย์อิเล็กทรอนิกส์,E-commerce has grown exponentially in the last decade.<br>She started a small business in e-commerce.<br>The shift to e-commerce was accelerated by the pandemic., - , - , - ,intermediate,medium
5,Ecosystem,Noun,A biological community of interacting organisms and their physical environment.,ระบบนิเวศ,The coral reef is a delicate ecosystem.<br>We need to protect the fragile rainforest ecosystem.<br>The pollution has damaged the entire lake ecosystem., - , - ,-,intermediate,high
3,Empower,Verb,To give someone the authority or power to do something.,"ให้อำนาจ, ทำให้มีอำนาจ",Education can empower individuals to make better life choices.<br>The program is designed to empower women in the workplace.<br>He felt empowered after the workshop., - , - , empowered,intermediate,high
5,Endemic,Adjective,(of a disease or condition) regularly found among particular people or in a certain area.,ประจำท้องถิ่น,The species is endemic to this region.<br>The plant is endemic to the island.<br>The disease is endemic to the local population., - , - ,-,advanced,low
